  id            u            v           CA      demanda           CS       length   oneway     status
   0            1            2     0.178228     0.000000     0.475275    59.409331     True    servico
   1            1            3     0.259327    39.542851     0.691538    86.442243    False    servico
   2            4            5     0.254615    57.535957     0.678974    84.871692     True    servico
   3            6            7     0.124748    56.490598     0.332661    41.582586     True    servico
   4            6            8     0.457783    27.677369     1.220756   152.594466     True    servico
   5            9           10     0.476605   101.566877     1.270946   158.868198    False    servico
   6            9           11     0.166018   105.742673     0.442716    55.339459     True    servico
   7           12           13     0.232609    36.833944     0.620291    77.536389     True    servico
   8           10            9     0.476605    51.608221     1.270946   158.868198    False    servico
   9           10           14     0.164195   105.742673     0.437853    54.731573     True    servico
  10           15           16     0.132855    36.429335     0.354281    44.285115     True    servico
  11           17           18     0.532493     0.000000     1.419981   177.497576     True   passagem
  12           19           15     0.487052   118.142387     1.298806   162.350692     True    servico
  13           19           20     0.218789   108.060621     0.583436    72.929508     True    servico
  14           21           22     0.582289    48.541880     1.552769   194.096182     True    servico
  15           21           23     0.600142   129.190418     1.600379   200.047338     True    servico
  16           24           25     0.183924   133.151508     0.490464    61.308005     True    servico
  17           24           26     0.360168    40.806608     0.960449   120.056097     True    servico
  18           27           28     0.210390    79.909338     0.561041    70.130109     True    servico
  19           27           29     0.334656    46.678600     0.892417   111.552163     True    servico
  20           30           31     0.247287    74.249119     0.659431    82.428888     True    servico
  21           30           32     0.484263    54.864668     1.291368   161.421030     True    servico
  22           33           34     0.258702   107.441837     0.689873    86.234092    False    servico
  23           33           35     0.268306    57.397411     0.715483    89.435375     True    servico
  24           34           33     0.258702    59.528185     0.689873    86.234092    False    servico
  25           34           11     0.223002    57.397411     0.594672    74.333958     True    servico
  26           36           37     0.218347    49.476683     0.582260    72.782483     True    servico
  27           36           38     0.174460    48.444021     0.465226    58.153280     True    servico
  28           36           39     0.085741     0.000000     0.228642    28.580296    False   passagem
  29           40           41     0.377284    19.023045     1.006090   125.761250     True    servico
  30           40           42     0.269901    83.706688     0.719735    89.966838     True    servico
  31           43           44     0.111478    59.881928     0.297274    37.159310     True     BR-356
  32           43           45     0.032601    24.733236     0.086937    10.867101     True    servico
  33           46           43     0.044071     0.000000     0.117524    14.690472     True   passagem
  34           46           47     0.425449     9.777978     1.134531   141.816377     True     BR-356
  35           48           46     0.108288    94.392981     0.288769    36.096069     True    servico
  36           48           49     0.813410    24.025544     2.169094   271.136805     True    servico
  37           44           48     0.045268     0.000000     0.120715    15.089359     True   passagem
  38           44           50     1.884297    10.043477     5.024793   628.099090     True     BR-356
  39           51            1     0.133318   418.062754     0.355515    44.439417     True    servico
  40           51           52     0.246244    29.578876     0.656652    82.081495     True    servico
  41           53           54     0.199638    54.633443     0.532369    66.546149    False    servico
  42           53           55     0.804613    44.293117     2.145635   268.204324    False    servico
  43           52           56     0.190243   178.516798     0.507316    63.414453     True    servico
  44           52           57     0.467201    42.208660     1.245869   155.733670     True    servico
  45           58           59     0.368849   103.656330     0.983597   122.949595    False    servico
  46           58           31     0.308967    81.835250     0.823912   102.988974     True    servico
  47           59           58     0.368849    68.549461     0.983597   122.949595    False    servico
  48           59           60     0.298618    81.835250     0.796315    99.539382     True    servico
  49           61           62     0.476956    66.253413     1.271882   158.985248    False    servico
  50           61           63     0.340049   105.820581     0.906797   113.349571     True    servico
  51           64           65     0.233927    75.445475     0.623806    77.975805    False    servico
  52           64           66     0.337906    51.900696     0.901082   112.635199     True    servico
  53           65           64     0.233927    74.969989     0.623806    77.975805    False    servico
  54           62           61     0.476956    51.900696     1.271882   158.985248    False    servico
  55           62           67     0.408320   105.820581     1.088853   136.106655    False    servico
  56           62           68     0.370810    90.592589     0.988826   123.603235    False    servico
  57           69           70     0.159164    82.270313     0.424436    53.054554     True     BR-356
  58           69           71     0.480177    35.313111     1.280471   160.058886    False    servico
  59           72           70     0.480282   106.535195     1.280751   160.093906     True    servico
  60           72           71     0.192939   106.558504     0.514503    64.312922     True    servico
  61           45           73     0.184456    42.806681     0.491884    61.485460     True    servico
  62           45           74     0.254496     0.000000     0.678655    84.831927     True   passagem
  63           75           76     0.104301    56.464131     0.278136    34.766983     True    servico
  64           75           77     0.098552     0.000000     0.262804    32.850540     True   passagem
  65           78           79     0.277029    21.865320     0.738745    92.343144     True    servico
  66           78           80     0.386942    61.463597     1.031846   128.980782    False    servico
  67           18           40     0.027016     0.000000     0.072043     9.005365     True   passagem
  68           18           81     0.713675     0.000000     1.903134   237.891751     True   passagem
  69           82           83     0.279938   158.340749     0.746502    93.312741    False    servico
  70           82           84     0.160534    62.108960     0.428090    53.511255     True    servico
  71           74           44     0.428554    35.617092     1.142811   142.851418     True    servico
  72           85           25     0.348871    95.081904     0.930322   116.290247    False    servico
  73           85           26     0.119886    77.402788     0.319695    39.961841     True    servico
  74           86           87     0.050440    26.598601     0.134506    16.813223     True    servico
  75           88           85     0.164838    11.190881     0.439568    54.946050     True    servico
